PublicationDate,countryName,reportingYear,Pollutant,Releases
2025/03/10,Sweden,2022,PCDD + PCDF (dioxins + furans) (as Teq),0.00023
2025/03/10,Germany,2008,Fluorides (as total F),963220
2025/03/10,United Kingdom,2013,Toluene,1014130
2025/03/10,France,2013,Total organic carbon(as total C or COD/3) (TOC),63122000
2025/03/10,France,2018,Cadmium and compounds (as Cd),409.83
2025/03/10,Spain,2018,Chromium and compounds (as Cr),3161.9999999999995
2025/03/10,Germany,2019,Copper and compounds (as Cu),39507.700000000004
2025/03/10,Italy,2014,Dichloromethane (DCM),1876.3999999999999
2025/03/10,Spain,2007,Fluoranthene,107.85000000000001
2025/03/10,Denmark,2009,Copper and compounds (as Cu),1353
2025/03/10,Romania,2017,Copper and compounds (as Cu),30802.5
2025/03/10,Slovakia,2016,Mercury and compounds (as Hg),226
2025/03/10,Sweden,2021,Total phosphorus,319720
2025/03/10,Spain,2022,Mercury and compounds (as Hg),104.88
2025/03/10,France,2014,Fluorides (as total F),593370
2025/03/10,Portugal,2008,Chromium and compounds (as Cr),11547.9
2025/03/10,Italy,2021,Cyanides (as total CN),11657.1986
2025/03/10,Spain,2009,Polycyclic aromatic hydrocarbons (PAHs),722.91
2025/03/10,Sweden,2008,Copper and compounds (as Cu),10959.6
2025/03/10,Norway,2010,Phenols (as total C),1501.5
2025/03/10,Norway,2008,Isoproturon,234504.75000000003
2025/03/10,Germany,2013,Arsenic and compounds (as As),3250.07
2025/03/10,Germany,2022,Atrazine,1.1
2025/03/10,Netherlands,2022,Total nitrogen,9303200
2025/03/10,Denmark,2008,Mercury and compounds (as Hg),101.69999999999999
2025/03/10,Spain,2019,Zinc and compounds (as Zn),93725
2025/03/10,France,2019,Fluoranthene,21.73
2025/03/10,Italy,2007,Phenols (as total C),68535.1
2025/03/10,Belgium,2013,Pentachlorophenol (PCP),12.010000000000002
2025/03/10,Italy,2008,Lead and compounds (as Pb),21028.3
2025/03/10,Sweden,2023,Halogenated organic compounds (as AOX),372077.7
2025/03/10,Netherlands,2021,Copper and compounds (as Cu),5544.9
2025/03/10,Czechia,2021,Chromium and compounds (as Cr),695.7900000000001
2025/03/10,Portugal,2015,Nonylphenol and Nonylphenol ethoxylates,772.67
2025/03/10,Germany,2017,Cadmium and compounds (as Cd),428.97
2025/03/10,Latvia,2017,Phenols (as total C),70
2025/03/10,Austria,2023,Total organic carbon(as total C or COD/3) (TOC),12725200
2025/03/10,Portugal,2019,Zinc and compounds (as Zn),23210
2025/03/10,Finland,2007,Total nitrogen,7429000
2025/03/10,Slovakia,2012,Total nitrogen,2722700
2025/03/10,Italy,2008,Arsenic and compounds (as As),18469.23
2025/03/10,Netherlands,2013,Chlorides (as total Cl),643950000
2025/03/10,Poland,2011,Total phosphorus,512190
2025/03/10,Spain,2010,Polycyclic aromatic hydrocarbons (PAHs),227.59999999999997
2025/03/10,France,2012,Total organic carbon(as total C or COD/3) (TOC),62127100
2025/03/10,France,2021,Phenols (as total C),7574.200004
2025/03/10,France,2023,Pentachlorobenzene,8.7
2025/03/10,Switzerland,2014,Fluorides (as total F),133040
2025/03/10,Netherlands,2016,Lead and compounds (as Pb),1331.1
2025/03/10,Netherlands,2011,Copper and compounds (as Cu),4371.400000000001
2025/03/10,Serbia,2023,Chromium and compounds (as Cr),16031
2025/03/10,Austria,2007,Mercury and compounds (as Hg),237.8
2025/03/10,Romania,2020,Cyanides (as total CN),6605
2025/03/10,Sweden,2018,Chlorides (as total Cl),47720000
2025/03/10,Belgium,2009,Fluoranthene,3.54
2025/03/10,Slovenia,2020,Total organic carbon(as total C or COD/3) (TOC),686749
2025/03/10,Norway,2012,Anthracene,13.15
2025/03/10,Latvia,2008,Cadmium and compounds (as Cd),70
2025/03/10,France,2015,Xylenes,577.9
2025/03/10,Serbia,2017,Chlorides (as total Cl),95360000
2025/03/10,Poland,2013,Naphthalene,72.5
2025/03/10,France,2016,Halogenated organic compounds (as AOX),339230
2025/03/10,France,2016,Trichloromethane,1256.3
2025/03/10,Bulgaria,2012,Nickel and compounds (as Ni),6033.800000000001
2025/03/10,Czechia,2016,Di-(2-ethyl hexyl) phthalate (DEHP),207.20000000000002
2025/03/10,Italy,2021,Fluoranthene,17.29
2025/03/10,Netherlands,2012,Cadmium and compounds (as Cd),59.4
2025/03/10,Austria,2011,Cyanides (as total CN),2510
2025/03/10,Italy,2007,Polychlorinated biphenyls (PCBs),26.46
2025/03/10,France,2019,Cyanides (as total CN),7355.700005000001
2025/03/10,Germany,2019,Pentachlorophenol (PCP),2.02
2025/03/10,Belgium,2021,Trichloroethylene (TRI),13.4
2025/03/10,Germany,2019,Simazine,1.01
2025/03/10,Belgium,2017,Lead and compounds (as Pb),1393.4
2025/03/10,Belgium,2012,Organotin compounds (as total Sn),74.2
2025/03/10,Belgium,2013,Organotin compounds (as total Sn),73
2025/03/10,Slovakia,2015,Halogenated organic compounds (as AOX),29980
2025/03/10,Finland,2009,PCDD + PCDF (dioxins + furans) (as Teq),0.0002
2025/03/10,Ireland,2023,Total phosphorus,771122.4504
2025/03/10,Greece,2009,Chromium and compounds (as Cr),3598.7
2025/03/10,France,2023,Cadmium and compounds (as Cd),305.73000099999996
2025/03/10,Luxembourg,2021,Total organic carbon(as total C or COD/3) (TOC),188000
2025/03/10,Poland,2018,PCDD + PCDF (dioxins + furans) (as Teq),0.000319
2025/03/10,Romania,2007,Trichloromethane,1525.5
2025/03/10,Norway,2009,Phenols (as total C),2071.2
2025/03/10,Lithuania,2010,Chlorides (as total Cl),7300000
2025/03/10,Switzerland,2012,Arsenic and compounds (as As),108
2025/03/10,Spain,2011,Hexachlorobutadiene (HCBD),1.85
2025/03/10,Spain,2007,"Chloro-alkanes, C10-C13",194.9
2025/03/10,Belgium,2015,Mercury and compounds (as Hg),27.82
2025/03/10,Poland,2021,Tetrachloroethylene,52.3
2025/03/10,Slovakia,2018,Arsenic and compounds (as As),43.9
2025/03/10,Lithuania,2012,Total phosphorus,17890
2025/03/10,Switzerland,2010,Zinc and compounds (as Zn),6524
2025/03/10,Netherlands,2015,"Benzo(g,h,i)perylene",2.1
2025/03/10,Slovakia,2013,Total nitrogen,2481800
2025/03/10,Finland,2014,Chromium and compounds (as Cr),2778
2025/03/10,France,2021,Naphthalene,53.400002
2025/03/10,Switzerland,2009,Polycyclic aromatic hydrocarbons (PAHs),22
2025/03/10,Norway,2017,"Benzo(g,h,i)perylene",34.97
2025/03/10,Slovenia,2022,Chromium and compounds (as Cr),337.5
2025/03/10,Portugal,2014,Chlorides (as total Cl),164640000
2025/03/10,Italy,2022,Endrin,31.246299999999998
2025/03/10,Netherlands,2013,Trichloromethane,148.5
2025/03/10,Slovenia,2023,Total nitrogen,253441
2025/03/10,Italy,2018,Xylenes,1431.62
2025/03/10,Denmark,2011,Chromium and compounds (as Cr),115
2025/03/10,Poland,2007,Hexachlorobutadiene (HCBD),12.01
2025/03/10,Luxembourg,2018,Zinc and compounds (as Zn),270
2025/03/10,Portugal,2014,Trichloromethane,381.1
2025/03/10,Bulgaria,2023,Polycyclic aromatic hydrocarbons (PAHs),6
2025/03/10,Slovakia,2015,Trichlorobenzenes (TCB),3.26
2025/03/10,Romania,2015,Copper and compounds (as Cu),9577
2025/03/10,Finland,2014,PCDD + PCDF (dioxins + furans) (as Teq),0.0005
2025/03/10,Malta,2008,Copper and compounds (as Cu),1458
2025/03/10,France,2020,Toluene,743.400002
2025/03/10,Spain,2010,Dichloromethane (DCM),72
2025/03/10,Lithuania,2018,Nickel and compounds (as Ni),605.8
2025/03/10,Austria,2021,Total phosphorus,351560
2025/03/10,France,2011,Pentachlorophenol (PCP),21.55
2025/03/10,Ireland,2015,Phenols (as total C),813.5
2025/03/10,Ireland,2022,Chlorides (as total Cl),151944206.4
2025/03/10,Bulgaria,2009,Total phosphorus,1383110
2025/03/10,Luxembourg,2020,Total phosphorus,53500
2025/03/10,Austria,2012,Anthracene,1.1
2025/03/10,Belgium,2023,Endosulphan,2.12
2025/03/10,Ireland,2018,Isoproturon,1.272
2025/03/10,Sweden,2023,Trichlorobenzenes (TCB),4.8
2025/03/10,Lithuania,2008,Total organic carbon(as total C or COD/3) (TOC),104000
2025/03/10,Poland,2013,Tetrachloromethane (TCM),23.97
2025/03/10,France,2011,Organotin compounds (as total Sn),197
2025/03/10,Lithuania,2017,Total phosphorus,53610
2025/03/10,France,2009,DDT (DDT),91
2025/03/10,Bulgaria,2015,Nickel and compounds (as Ni),3421.4
2025/03/10,Hungary,2013,"1,2-dichloroethane (DCE-1,2)",574
2025/03/10,Finland,2021,Polycyclic aromatic hydrocarbons (PAHs),7.63
2025/03/10,Switzerland,2022,Dichloromethane (DCM),330
2025/03/10,Slovakia,2014,Zinc and compounds (as Zn),868
2025/03/10,Norway,2014,Toluene,882970
2025/03/10,Ireland,2015,Pentachlorophenol (PCP),5.65
2025/03/10,Portugal,2011,Xylenes,412
2025/03/10,Lithuania,2019,Copper and compounds (as Cu),393
2025/03/10,Switzerland,2015,Lead and compounds (as Pb),384.8
2025/03/10,Germany,2013,Tetrachloroethylene,67.1
2025/03/10,Bulgaria,2017,Fluorides (as total F),56300
2025/03/10,Poland,2017,Hexachlorobutadiene (HCBD),11.1
2025/03/10,Finland,2021,Nonylphenol and Nonylphenol ethoxylates,17.2
2025/03/10,Slovenia,2015,Total nitrogen,877000
2025/03/10,Lithuania,2014,Nickel and compounds (as Ni),86.1
2025/03/10,Italy,2020,Dichloromethane (DCM),1462.0394999999999
2025/03/10,Poland,2021,Chlorides (as total Cl),2879690000
2025/03/10,Ireland,2008,Alachlor,1.72
2025/03/10,Germany,2012,Zinc and compounds (as Zn),247562
2025/03/10,United Kingdom,2015,Asbestos,367.29
2025/03/10,France,2013,Trichloromethane,2189.7000000000003
2025/03/10,France,2018,Polychlorinated biphenyls (PCBs),0.504
2025/03/10,Spain,2011,Lead and compounds (as Pb),4305.3
2025/03/10,Ireland,2016,Nonylphenol and Nonylphenol ethoxylates,30.64
2025/03/10,France,2021,Cadmium and compounds (as Cd),385.97000099999997
2025/03/10,Ireland,2021,Cyanides (as total CN),963.2239999999999
2025/03/10,Poland,2016,Total organic carbon(as total C or COD/3) (TOC),17323700
2025/03/10,Germany,2019,Di-(2-ethyl hexyl) phthalate (DEHP),874.9999999999998
2025/03/10,Spain,2007,Cyanides (as total CN),33674.9
2025/03/10,Greece,2021,Nickel and compounds (as Ni),2873.9
2025/03/10,Portugal,2022,Di-(2-ethyl hexyl) phthalate (DEHP),310.10999999999996
2025/03/10,Switzerland,2007,Copper and compounds (as Cu),1280
2025/03/10,Germany,2020,Phenols (as total C),7571.8
2025/03/10,Norway,2014,Anthracene,66.47
2025/03/10,Finland,2013,Cadmium and compounds (as Cd),351.8
2025/03/10,Poland,2014,Zinc and compounds (as Zn),262130
2025/03/10,United Kingdom,2015,Arsenic and compounds (as As),9786.380000000001
2025/03/10,Belgium,2007,Fluorides (as total F),1242440
2025/03/10,Sweden,2009,Trichloromethane,11.7
2025/03/10,Norway,2008,Phenols (as total C),2328
2025/03/10,Austria,2010,Phenols (as total C),360
2025/03/10,United Kingdom,2008,Chlorides (as total Cl),1595090000
2025/03/10,Lithuania,2022,Nickel and compounds (as Ni),120.80000000000001
2025/03/10,Norway,2010,Fluorides (as total F),1675870
2025/03/10,Czechia,2014,Mercury and compounds (as Hg),75.12
2025/03/10,United Kingdom,2008,Zinc and compounds (as Zn),270363
2025/03/10,United Kingdom,2012,Copper and compounds (as Cu),156869.30000000002
2025/03/10,Portugal,2023,Copper and compounds (as Cu),3877.3999999999996
2025/03/10,Poland,2021,Trichloromethane,1129
2025/03/10,Finland,2013,Fluorides (as total F),113150
2025/03/10,Germany,2012,Lead and compounds (as Pb),6712.2
2025/03/10,Germany,2017,Zinc and compounds (as Zn),248759
2025/03/10,Sweden,2022,Arsenic and compounds (as As),1069.99
2025/03/10,Germany,2009,Total organic carbon(as total C or COD/3) (TOC),62856500
2025/03/10,United Kingdom,2016,"Benzo(g,h,i)perylene",66.47
2025/03/10,Spain,2010,Halogenated organic compounds (as AOX),559590
2025/03/10,France,2010,Diuron,30.61
2025/03/10,Netherlands,2007,Arsenic and compounds (as As),1840.6799999999998
2025/03/10,Sweden,2017,Di-(2-ethyl hexyl) phthalate (DEHP),943.7
2025/03/10,Italy,2014,Mercury and compounds (as Hg),577.54
2025/03/10,Germany,2023,Nickel and compounds (as Ni),24802.215999999997
2025/03/10,Norway,2007,Lead and compounds (as Pb),3991.7999999999997
2025/03/10,Greece,2022,Phenols (as total C),3719
2025/03/10,Portugal,2019,Trichloromethane,259.1
2025/03/10,Greece,2012,Copper and compounds (as Cu),8427
2025/03/10,Hungary,2017,Nickel and compounds (as Ni),3100.3
2025/03/10,Latvia,2017,Nickel and compounds (as Ni),488
2025/03/10,Belgium,2012,"1,2-dichloroethane (DCE-1,2)",79.8
2025/03/10,Spain,2019,Total phosphorus,5021940
2025/03/10,Hungary,2012,Chromium and compounds (as Cr),5924
2025/03/10,Spain,2010,Mercury and compounds (as Hg),432.52
2025/03/10,Romania,2007,Total organic carbon(as total C or COD/3) (TOC),18985700
2025/03/10,Slovakia,2012,Halogenated organic compounds (as AOX),35070
2025/03/10,Lithuania,2016,Di-(2-ethyl hexyl) phthalate (DEHP),6
2025/03/10,Bulgaria,2008,Zinc and compounds (as Zn),58483
2025/03/10,Portugal,2007,Diuron,16.34
2025/03/10,Germany,2015,Octylphenols and Octylphenol ethoxylates,40.3
2025/03/10,Italy,2007,"Benzo(g,h,i)perylene",3.5
2025/03/10,Belgium,2013,"1,2-dichloroethane (DCE-1,2)",80.1
2025/03/10,Netherlands,2010,Trichloromethane,2384.6
2025/03/10,Hungary,2014,Arsenic and compounds (as As),39.099999999999994
2025/03/10,France,2011,Di-(2-ethyl hexyl) phthalate (DEHP),1125.2199999999998
2025/03/10,Czechia,2017,Total phosphorus,164140
2025/03/10,France,2012,Trichloromethane,863.6
2025/03/10,France,2023,Fluorides (as total F),297010
2025/03/10,Iceland,2018,Xylenes,2
2025/03/10,Finland,2009,Arsenic and compounds (as As),1040.2
2025/03/10,Sweden,2020,Total organic carbon(as total C or COD/3) (TOC),54748700
2025/03/10,Netherlands,2018,Cadmium and compounds (as Cd),42
2025/03/10,Bulgaria,2012,Chlorides (as total Cl),10700000
2025/03/10,Greece,2019,Zinc and compounds (as Zn),30998
2025/03/10,Greece,2020,Total nitrogen,3848900
2025/03/10,Spain,2017,Total phosphorus,5291210
2025/03/10,Romania,2010,Cyanides (as total CN),1831.7
2025/03/10,Latvia,2008,Phenols (as total C),190
2025/03/10,Ireland,2014,Diuron,5.51
2025/03/10,Slovakia,2011,Total organic carbon(as total C or COD/3) (TOC),3899100
2025/03/10,Latvia,2020,Nickel and compounds (as Ni),652
2025/03/10,Austria,2013,Total nitrogen,5810600
2025/03/10,France,2016,Zinc and compounds (as Zn),88932
2025/03/10,Italy,2018,Tributyltin and compounds,37.7
2025/03/10,Portugal,2010,"1,2-dichloroethane (DCE-1,2)",77
2025/03/10,Slovenia,2017,Total phosphorus,108170
2025/03/10,Portugal,2015,Arsenic and compounds (as As),1024.51
2025/03/10,Italy,2021,Endosulphan,29.994999999999997
2025/03/10,Switzerland,2007,Cyanides (as total CN),18
2025/03/10,Malta,2013,Nickel and compounds (as Ni),745
2025/03/10,Serbia,2010,Cyanides (as total CN),248
2025/03/10,Belgium,2016,Cadmium and compounds (as Cd),229.20000000000002
2025/03/10,Serbia,2010,Copper and compounds (as Cu),110102.8
2025/03/10,Bulgaria,2013,Chlorides (as total Cl),13140000
2025/03/10,Romania,2022,Cadmium and compounds (as Cd),16.8
2025/03/10,Austria,2020,Cyanides (as total CN),3084
2025/03/10,Serbia,2023,Polycyclic aromatic hydrocarbons (PAHs),85.5
2025/03/10,Italy,2018,Anthracene,75.049
2025/03/10,France,2022,Nickel and compounds (as Ni),7185.699985
2025/03/10,Belgium,2013,Di-(2-ethyl hexyl) phthalate (DEHP),125.2
2025/03/10,Bulgaria,2020,Total phosphorus,231437
2025/03/10,Austria,2023,Zinc and compounds (as Zn),56451
2025/03/10,Austria,2015,"Chloro-alkanes, C10-C13",20
2025/03/10,Norway,2009,Fluorides (as total F),1893460
2025/03/10,France,2007,Fluoranthene,35.1
2025/03/10,Italy,2023,"Chloro-alkanes, C10-C13",12.799999999999999
2025/03/10,Spain,2009,Ethyl benzene,8370
2025/03/10,Lithuania,2012,Zinc and compounds (as Zn),2731
2025/03/10,Czechia,2019,Nickel and compounds (as Ni),3003.5804200000002
2025/03/10,Poland,2012,Trichloroethylene (TRI),112.69999999999999
2025/03/10,Ireland,2011,Mercury and compounds (as Hg),29.159999999999997
2025/03/10,Serbia,2018,Cyanides (as total CN),7117
2025/03/10,Netherlands,2015,Cadmium and compounds (as Cd),25.83
2025/03/10,Finland,2015,Total nitrogen,7640100
2025/03/10,France,2007,"1,2,3,4,5,6-hexachlorocyclohexane (HCH)",181.62
2025/03/10,Germany,2023,Atrazine,1.32
2025/03/10,Portugal,2013,Naphthalene,30.5
2025/03/10,Italy,2022,Toluene,1665.7857999999999
2025/03/10,Hungary,2013,Chromium and compounds (as Cr),6621
2025/03/10,Slovenia,2009,Chromium and compounds (as Cr),462
2025/03/10,Finland,2010,Di-(2-ethyl hexyl) phthalate (DEHP),54.22
2025/03/10,Luxembourg,2021,Total phosphorus,12900
2025/03/10,Norway,2013,Cadmium and compounds (as Cd),96.16
2025/03/10,Poland,2022,Simazine,3
2025/03/10,Germany,2007,Trichloroethylene (TRI),67.9
2025/03/10,Slovenia,2008,Nickel and compounds (as Ni),514.4
2025/03/10,Lithuania,2010,Arsenic and compounds (as As),51
2025/03/10,Lithuania,2011,Copper and compounds (as Cu),301.2
2025/03/10,Estonia,2008,Copper and compounds (as Cu),1385.8
2025/03/10,Iceland,2021,Cyanides (as total CN),3605
2025/03/10,Slovakia,2007,Nonylphenol and Nonylphenol ethoxylates,4.64
2025/03/10,Serbia,2023,Endosulphan,247
2025/03/10,Iceland,2022,Total organic carbon(as total C or COD/3) (TOC),148000
2025/03/10,Finland,2014,Mercury and compounds (as Hg),39.660000000000004
2025/03/10,Estonia,2020,Copper and compounds (as Cu),356
2025/03/10,Luxembourg,2009,Zinc and compounds (as Zn),287
2025/03/10,Luxembourg,2010,Lead and compounds (as Pb),134
2025/03/10,Spain,2007,Toluene,210
2025/03/10,Luxembourg,2010,Zinc and compounds (as Zn),276
2025/03/10,Slovakia,2010,Benzene,227
2025/03/10,United Kingdom,2012,Simazine,1.06
2025/03/10,Luxembourg,2023,Total phosphorus,14200
2025/03/10,Slovakia,2021,Tetrachloroethylene,13.8
2025/03/10,Portugal,2014,Halogenated organic compounds (as AOX),381190
2025/03/10,Italy,2022,"Chloro-alkanes, C10-C13",11.5
2025/03/10,Netherlands,2014,"1,2-dichloroethane (DCE-1,2)",374
2025/03/10,Germany,2007,Endosulphan,3
2025/03/10,Austria,2021,Trichloromethane,93.3
2025/03/10,Finland,2020,Cyanides (as total CN),1406.7
2025/03/10,Netherlands,2009,Xylenes,97.4
2025/03/10,Slovenia,2007,Di-(2-ethyl hexyl) phthalate (DEHP),18.4
2025/03/10,Slovenia,2014,Fluorides (as total F),2490
2025/03/10,Bulgaria,2009,Total organic carbon(as total C or COD/3) (TOC),4320000
2025/03/10,Germany,2010,Vinyl chloride,37
2025/03/10,Sweden,2013,Benzene,318
2025/03/10,Sweden,2012,Benzene,256
2025/03/10,Lithuania,2007,Copper and compounds (as Cu),3824
2025/03/10,Serbia,2019,Hexachlorobenzene (HCB),675
2025/03/10,United Kingdom,2007,Trichlorobenzenes (TCB),1.2
2025/03/10,Germany,2020,"Chloro-alkanes, C10-C13",19.7
2025/03/10,Switzerland,2018,Total nitrogen,7921540
2025/03/10,Luxembourg,2020,Total organic carbon(as total C or COD/3) (TOC),170000
2025/03/10,Poland,2008,Benzene,2190
2025/03/10,Slovenia,2018,Chromium and compounds (as Cr),217.9
2025/03/10,Bulgaria,2014,Nickel and compounds (as Ni),5185.2
2025/03/10,Norway,2016,Benzene,1038750
2025/03/10,Slovakia,2017,Trichlorobenzenes (TCB),3.27
2025/03/10,Finland,2021,Halogenated organic compounds (as AOX),771680
2025/03/10,Poland,2021,Polycyclic aromatic hydrocarbons (PAHs),107014.03
2025/03/10,Portugal,2016,Diuron,11.59
2025/03/10,Cyprus,2021,Total nitrogen,727800
2025/03/10,Poland,2021,Lindane,1
2025/03/10,Poland,2014,Dichloromethane (DCM),422
2025/03/10,Croatia,2020,Mercury and compounds (as Hg),167.23
2025/03/10,Portugal,2015,Trichloroethylene (TRI),152.8
2025/03/10,Bulgaria,2018,Copper and compounds (as Cu),9694.0764
2025/03/10,Spain,2015,Copper and compounds (as Cu),21240.100000000002
2025/03/10,Ireland,2008,Total phosphorus,698620
2025/03/10,Norway,2013,Arsenic and compounds (as As),2232.93
2025/03/10,Hungary,2007,Chlorides (as total Cl),5910000
2025/03/10,Italy,2013,Chlorides (as total Cl),2425050000
2025/03/10,Italy,2023,Zinc and compounds (as Zn),159271.23630000002
2025/03/10,Lithuania,2022,Chromium and compounds (as Cr),107.1
2025/03/10,Switzerland,2008,Chromium and compounds (as Cr),407
2025/03/10,Poland,2013,Nickel and compounds (as Ni),16164.100000000002
2025/03/10,Italy,2012,Dieldrin,127.55000000000001
2025/03/10,Spain,2016,Total nitrogen,53324700
2025/03/10,United Kingdom,2015,Cyanides (as total CN),18194.3
2025/03/10,Belgium,2007,Tetrachloroethylene,87.8
