PublicationDate,countryName,reportingYear,Pollutant,Releases
2025/03/10,France,2012,Nickel and compounds (as Ni),37586.5
2025/03/10,Norway,2015,Anthracene,2863
2025/03/10,Finland,2021,Hydrogen cyanide (HCN),527
2025/03/10,Germany,2023,Hydrochlorofluorocarbons (HCFCs),504.27000000000004
2025/03/10,Denmark,2022,Nitrogen oxides (NOX),13814813.6054
2025/03/10,Poland,2009,Tetrachloroethylene,12040
2025/03/10,Bulgaria,2017,Lead and compounds (as Pb),1273
2025/03/10,Czechia,2021,Vinyl chloride,9632
2025/03/10,Denmark,2022,Carbon dioxide (CO2),10737640340.020767
2025/03/10,Sweden,2017,Polycyclic aromatic hydrocarbons (PAHs),505
2025/03/10,Bulgaria,2007,Methane (CH4),48195000
2025/03/10,Greece,2022,Non-methane volatile organic compounds (NMVOC),5055800
2025/03/10,Netherlands,2010,Benzene,118380
2025/03/10,Romania,2011,Cadmium and compounds (as Cd),117.2
2025/03/10,Netherlands,2023,Fluorine and inorganic compounds (as HF),20330
2025/03/10,Poland,2011,Tetrachloroethylene,16200
2025/03/10,Finland,2020,Lead and compounds (as Pb),658
2025/03/10,Hungary,2020,Lead and compounds (as Pb),2010
2025/03/10,Italy,2021,Perfluorocarbons (PFCs),46293
2025/03/10,Czechia,2012,Carbon monoxide (CO),124031000
2025/03/10,Austria,2014,"1,2-dichloroethane (DCE-1,2)",3160
2025/03/10,Italy,2019,"1,1,2,2-tetrachloroethane (TETRACHLOROETHANE-1,1,2,2)",785.65
2025/03/10,Hungary,2015,Methane (CH4),2157000
2025/03/10,France,2007,Benzene,851640
2025/03/10,Hungary,2017,Particulate matter (PM10),773000
2025/03/10,Germany,2023,Lead and compounds (as Pb),10938
2025/03/10,Austria,2017,Copper and compounds (as Cu),1119
2025/03/10,Bulgaria,2011,Cadmium and compounds (as Cd),244
2025/03/10,Spain,2021,Chlorofluorocarbons (CFCs),10.94
2025/03/10,Hungary,2016,Sulphur oxides (SOX),8780000
2025/03/10,France,2012,Mercury and compounds (as Hg),2147.3
2025/03/10,Hungary,2016,Nitrogen oxides (NOX),15122000
2025/03/10,Ireland,2019,Chlorine and inorganic compounds (as HCl),38324.989480000004
2025/03/10,Lithuania,2013,Methane (CH4),4241000
2025/03/10,Netherlands,2016,Carbon monoxide (CO),74040000
2025/03/10,Slovenia,2018,Particulate matter (PM10),154048
2025/03/10,Netherlands,2015,Mercury and compounds (as Hg),299.0999999999999
2025/03/10,Switzerland,2014,Nickel and compounds (as Ni),442
2025/03/10,Luxembourg,2009,Sulphur oxides (SOX),761000
2025/03/10,Ireland,2007,Chromium and compounds (as Cr),303
2025/03/10,Luxembourg,2010,Sulphur oxides (SOX),738000
2025/03/10,Austria,2021,Nickel and compounds (as Ni),227.5
2025/03/10,Ireland,2020,Nitrous oxide (N2O),286038.4078
2025/03/10,Serbia,2020,Particulate matter (PM10),9878600
2025/03/10,Croatia,2019,Methane (CH4),309000
2025/03/10,Latvia,2015,Carbon dioxide (CO2),1838000000
2025/03/10,Switzerland,2013,Non-methane volatile organic compounds (NMVOC),1957000
2025/03/10,Slovakia,2020,Nickel and compounds (as Ni),486
2025/03/10,Ireland,2007,Copper and compounds (as Cu),205
2025/03/10,Austria,2021,Mercury and compounds (as Hg),512.7
2025/03/10,Norway,2011,Polychlorinated biphenyls (PCBs),0.821
2025/03/10,Czechia,2017,Nitrous oxide (N2O),516300
2025/03/10,Ireland,2015,Particulate matter (PM10),289000
2025/03/10,Italy,2017,Particulate matter (PM10),798000
2025/03/10,Finland,2010,Polycyclic aromatic hydrocarbons (PAHs),244
2025/03/10,Luxembourg,2020,Methane (CH4),1486000
2025/03/10,Latvia,2017,Particulate matter (PM10),122100
2025/03/10,Spain,2017,Trichloromethane,10961
2025/03/10,Switzerland,2022,Non-methane volatile organic compounds (NMVOC),824027
2025/03/10,Cyprus,2012,Copper and compounds (as Cu),171
2025/03/10,Poland,2013,Anthracene,956
2025/03/10,Bulgaria,2015,Zinc and compounds (as Zn),2540
2025/03/10,Luxembourg,2019,Carbon dioxide (CO2),1417000000
2025/03/10,Croatia,2023,Carbon monoxide (CO),5273000
2025/03/10,Austria,2008,Carbon monoxide (CO),144793000
2025/03/10,Slovenia,2015,Carbon dioxide (CO2) excluding biomass,1224000000
2025/03/10,Malta,2022,Nitrogen oxides (NOX),551000
2025/03/10,Estonia,2014,Sulphur oxides (SOX),36964000
2025/03/10,Croatia,2017,Particulate matter (PM10),601400
2025/03/10,Switzerland,2020,Nickel and compounds (as Ni),1.34
2025/03/10,Iceland,2022,Zinc and compounds (as Zn),358
2025/03/10,Hungary,2019,Lindane,11.1
2025/03/10,Austria,2016,Hydrogen cyanide (HCN),846
2025/03/10,Hungary,2010,Naphthalene,1140
2025/03/10,Cyprus,2014,Nitrous oxide (N2O),12900
2025/03/10,Luxembourg,2016,PCDD + PCDF (dioxins + furans) (as Teq),0.001229
2025/03/10,Czechia,2012,"1,2-dichloroethane (DCE-1,2)",1470
2025/03/10,United Kingdom,2019,Trichloroethylene (TRI),46100
2025/03/10,Lithuania,2015,Carbon dioxide (CO2),7859000000
2025/03/10,Greece,2020,Nickel and compounds (as Ni),17028.5
2025/03/10,Czechia,2020,Benzene,9019.744
2025/03/10,Italy,2018,Arsenic and compounds (as As),256.9731
2025/03/10,Sweden,2014,Cadmium and compounds (as Cd),88.5
2025/03/10,Netherlands,2011,Perfluorocarbons (PFCs),6280
2025/03/10,Switzerland,2014,Zinc and compounds (as Zn),7850
2025/03/10,Bulgaria,2012,Nitrous oxide (N2O),431800
2025/03/10,Austria,2007,Nickel and compounds (as Ni),399
2025/03/10,Cyprus,2020,Nitrous oxide (N2O),37500
2025/03/10,Ireland,2017,Sulphur oxides (SOX),4834000
2025/03/10,Hungary,2010,Polycyclic aromatic hydrocarbons (PAHs),92
2025/03/10,Italy,2018,Tetrachloroethylene,6898
2025/03/10,Luxembourg,2007,Carbon monoxide (CO),12210000
2025/03/10,Spain,2007,Chlorofluorocarbons (CFCs),217
2025/03/10,Hungary,2013,Zinc and compounds (as Zn),3065
2025/03/10,United Kingdom,2012,"1,1,2,2-tetrachloroethane (TETRACHLOROETHANE-1,1,2,2)",149
2025/03/10,Greece,2008,Perfluorocarbons (PFCs),11000
2025/03/10,Estonia,2023,Fine particulate matter (PM2.5),202000
2025/03/10,Denmark,2015,Nitrous oxide (N2O),103100
2025/03/10,Bulgaria,2014,Copper and compounds (as Cu),118
2025/03/10,Lithuania,2022,Sulphur oxides (SOX),8788576
2025/03/10,Malta,2012,Sulphur oxides (SOX),7580000
2025/03/10,Malta,2011,Particulate matter (PM10),388000
2025/03/10,Czechia,2014,Trichloroethylene (TRI),35000
2025/03/10,Hungary,2013,Benzene,2340
2025/03/10,Germany,2017,Trichloromethane,1403
2025/03/10,Croatia,2017,Ammonia (NH3),2555300
2025/03/10,Romania,2012,Nitrous oxide (N2O),3219300
2025/03/10,Bulgaria,2018,Polycyclic aromatic hydrocarbons (PAHs),0.56
2025/03/10,Slovakia,2007,Arsenic and compounds (as As),6193.5
2025/03/10,Romania,2014,Chlorine and inorganic compounds (as HCl),14600
2025/03/10,Iceland,2018,Particulate matter (PM10),520195
2025/03/10,Romania,2009,Carbon dioxide (CO2) excluding biomass,1840000000
2025/03/10,Sweden,2018,Cadmium and compounds (as Cd),60.6
2025/03/10,Finland,2023,Carbon monoxide (CO),2097000
2025/03/10,Belgium,2007,Anthracene,4620
2025/03/10,Greece,2017,Polychlorinated biphenyls (PCBs),2.33
2025/03/10,Sweden,2017,Fluorine and inorganic compounds (as HF),100600
2025/03/10,Luxembourg,2015,PCDD + PCDF (dioxins + furans) (as Teq),0.00043999999999999996
2025/03/10,Italy,2009,Trichloroethylene (TRI),6130
2025/03/10,Croatia,2021,Arsenic and compounds (as As),29.9
2025/03/10,Iceland,2009,Perfluorocarbons (PFCs),12295
2025/03/10,Switzerland,2009,Non-methane volatile organic compounds (NMVOC),2721000
2025/03/10,Switzerland,2010,Non-methane volatile organic compounds (NMVOC),2203000
2025/03/10,Romania,2010,Nitrous oxide (N2O),3922300
2025/03/10,Czechia,2012,Tetrachloroethylene,6910
2025/03/10,Greece,2012,Particulate matter (PM10),12605300
2025/03/10,Portugal,2018,Particulate matter (PM10),2335000
2025/03/10,Hungary,2018,Lindane,14
2025/03/10,Romania,2015,Carbon dioxide (CO2),39704000000
2025/03/10,Italy,2010,Polycyclic aromatic hydrocarbons (PAHs),687.4
2025/03/10,Belgium,2014,PCDD + PCDF (dioxins + furans) (as Teq),0.0045060000000000005
2025/03/10,Ireland,2021,Hydro-fluorocarbons (HFCS),5133.05
2025/03/10,United Kingdom,2014,Tetrachloromethane (TCM),6607
2025/03/10,Ireland,2009,Mercury and compounds (as Hg),40.5
2025/03/10,Estonia,2011,Cadmium and compounds (as Cd),591
2025/03/10,Estonia,2011,Lead and compounds (as Pb),11100
2025/03/10,Poland,2020,"1,2-dichloroethane (DCE-1,2)",1990
2025/03/10,Bulgaria,2013,Carbon monoxide (CO),15590000
2025/03/10,Romania,2009,Nitrous oxide (N2O),5278400
2025/03/10,Switzerland,2007,Chromium and compounds (as Cr),366
2025/03/10,Netherlands,2023,Arsenic and compounds (as As),58.2
2025/03/10,Sweden,2007,Perfluorocarbons (PFCs),37100
2025/03/10,Slovakia,2022,Vinyl chloride,19300
2025/03/10,Czechia,2015,Vinyl chloride,4850
2025/03/10,Finland,2023,Cadmium and compounds (as Cd),30
2025/03/10,Sweden,2015,PCDD + PCDF (dioxins + furans) (as Teq),0.0022849999999999997
2025/03/10,Czechia,2007,Dichloromethane (DCM),37620
2025/03/10,Finland,2011,Nitrogen oxides (NOX),57228000
2025/03/10,Czechia,2007,Mercury and compounds (as Hg),3365.3
2025/03/10,United Kingdom,2009,Carbon monoxide (CO),309513000
2025/03/10,France,2009,Vinyl chloride,274700
2025/03/10,Italy,2020,Nickel and compounds (as Ni),2523.5695
2025/03/10,Sweden,2016,Zinc and compounds (as Zn),18957
2025/03/10,Poland,2008,Zinc and compounds (as Zn),102498
2025/03/10,United Kingdom,2009,Copper and compounds (as Cu),5210
2025/03/10,Spain,2007,Chromium and compounds (as Cr),16357
2025/03/10,Slovakia,2010,Zinc and compounds (as Zn),10003
2025/03/10,United Kingdom,2010,Carbon monoxide (CO),352067000
2025/03/10,France,2008,Nickel and compounds (as Ni),67113.5
2025/03/10,Spain,2017,Nitrogen oxides (NOX),229800000
2025/03/10,Poland,2013,Non-methane volatile organic compounds (NMVOC),4660000
2025/03/10,Italy,2011,PCDD + PCDF (dioxins + furans) (as Teq),0.030971000000000002
2025/03/10,Germany,2014,Nitrous oxide (N2O),8139700
2025/03/10,France,2022,Dichloromethane (DCM),258970
2025/03/10,Belgium,2013,Particulate matter (PM10),1366800
2025/03/10,Norway,2015,Non-methane volatile organic compounds (NMVOC),56560000
2025/03/10,United Kingdom,2007,Non-methane volatile organic compounds (NMVOC),171414000
2025/03/10,Malta,2018,Nitrogen oxides (NOX),128000
2025/03/10,Spain,2016,Particulate matter (PM10),4931800
2025/03/10,United Kingdom,2008,Hydro-fluorocarbons (HFCS),58224
2025/03/10,Austria,2020,Chromium and compounds (as Cr),371
2025/03/10,Spain,2016,Ammonia (NH3),54418000
2025/03/10,Portugal,2016,Naphthalene,708
2025/03/10,Germany,2014,Sulphur oxides (SOX),237176000
2025/03/10,Czechia,2007,Nickel and compounds (as Ni),14678.3
2025/03/10,France,2008,Dichloromethane (DCM),1019250
2025/03/10,Italy,2008,Mercury and compounds (as Hg),1082.1000000000001
2025/03/10,Lithuania,2008,Nickel and compounds (as Ni),86
2025/03/10,United Kingdom,2015,Naphthalene,8882
2025/03/10,France,2008,Mercury and compounds (as Hg),3041.7999999999993
2025/03/10,Italy,2010,PCDD + PCDF (dioxins + furans) (as Teq),0.046685
2025/03/10,Italy,2017,Carbon dioxide (CO2),135159000000
2025/03/10,Germany,2012,Hydro-fluorocarbons (HFCS),18493
2025/03/10,Germany,2022,Particulate matter (PM10),7708800
2025/03/10,Finland,2011,PCDD + PCDF (dioxins + furans) (as Teq),0.0026
2025/03/10,Portugal,2013,Non-methane volatile organic compounds (NMVOC),11734000
2025/03/10,Germany,2011,Carbon dioxide (CO2),461863000000
2025/03/10,United Kingdom,2011,Carbon monoxide (CO),358819000
2025/03/10,Greece,2021,Carbon monoxide (CO),16131730
2025/03/10,Portugal,2022,Arsenic and compounds (as As),420.99999999999994
2025/03/10,Poland,2022,Lead and compounds (as Pb),15803
2025/03/10,Norway,2008,Non-methane volatile organic compounds (NMVOC),59406000
2025/03/10,Greece,2009,"1,1,2,2-tetrachloroethane (TETRACHLOROETHANE-1,1,2,2)",232
2025/03/10,Slovakia,2017,Cadmium and compounds (as Cd),179
2025/03/10,Finland,2017,Zinc and compounds (as Zn),7433
2025/03/10,Denmark,2019,Fluorine and inorganic compounds (as HF),33467.82
2025/03/10,Portugal,2022,Tetrachloroethylene,16700
2025/03/10,Norway,2009,Carbon dioxide (CO2),22902000000
2025/03/10,Poland,2012,Vinyl chloride,12200
2025/03/10,United Kingdom,2013,Ammonia (NH3),11523100
2025/03/10,Italy,2017,Carbon monoxide (CO),127795000
2025/03/10,France,2020,Zinc and compounds (as Zn),46435
2025/03/10,Germany,2019,Particulate matter (PM10),9235200
2025/03/10,Denmark,2022,Ammonia (NH3),2373553.4415
2025/03/10,Bulgaria,2010,Cadmium and compounds (as Cd),383.1
2025/03/10,Germany,2013,Methane (CH4),192725000
2025/03/10,Germany,2018,Chromium and compounds (as Cr),3651
2025/03/10,Estonia,2020,Carbon dioxide (CO2) excluding biomass,5191930000
2025/03/10,France,2016,Hydro-fluorocarbons (HFCS),196161
2025/03/10,Iceland,2007,Polycyclic aromatic hydrocarbons (PAHs),248
2025/03/10,Poland,2010,Chlorine and inorganic compounds (as HCl),14016600
2025/03/10,France,2017,Benzene,330760
2025/03/10,Italy,2009,PCDD + PCDF (dioxins + furans) (as Teq),0.045292
2025/03/10,Denmark,2008,Carbon dioxide (CO2),21627000000
2025/03/10,Belgium,2015,Chlorine and inorganic compounds (as HCl),385400
2025/03/10,Sweden,2008,Perfluorocarbons (PFCs),39500
2025/03/10,Spain,2022,Chlorine and inorganic compounds (as HCl),410600
2025/03/10,Portugal,2015,Hydrochlorofluorocarbons (HCFCs),13.4
2025/03/10,Sweden,2012,Chlorofluorocarbons (CFCs),2874
2025/03/10,Spain,2011,Polycyclic aromatic hydrocarbons (PAHs),11885.3
2025/03/10,Poland,2014,Hydro-fluorocarbons (HFCS),59067
2025/03/10,Germany,2007,Di-(2-ethyl hexyl) phthalate (DEHP),1480
2025/03/10,Germany,2017,Benzene,258420
2025/03/10,Lithuania,2013,Tetrachloroethylene,20340
2025/03/10,Italy,2023,Nitrogen oxides (NOX),77046250.1
2025/03/10,Slovenia,2018,Benzene,3821.6
2025/03/10,Estonia,2020,Ammonia (NH3),856300
2025/03/10,Poland,2008,Chlorofluorocarbons (CFCs),383
2025/03/10,Slovakia,2016,Chlorine and inorganic compounds (as HCl),23100
2025/03/10,Denmark,2014,Nitrogen oxides (NOX),14459000
2025/03/10,Czechia,2017,Hydrochlorofluorocarbons (HCFCs),1473.92
2025/03/10,Belgium,2019,Nitrogen oxides (NOX),37856000
2025/03/10,Luxembourg,2020,Polychlorinated biphenyls (PCBs),0.516
2025/03/10,Lithuania,2017,Benzene,43300
2025/03/10,Czechia,2017,Lead and compounds (as Pb),6629
2025/03/10,Spain,2020,Nitrous oxide (N2O),3133000
2025/03/10,Luxembourg,2013,Sulphur oxides (SOX),713000
2025/03/10,Lithuania,2016,Tetrachloroethylene,11700
2025/03/10,Greece,2008,Arsenic and compounds (as As),2473.7
2025/03/10,Greece,2017,Ammonia (NH3),243900
2025/03/10,Netherlands,2023,Nitrous oxide (N2O),3311800
2025/03/10,Finland,2018,Hexachlorobenzene (HCB),23.9
2025/03/10,Ireland,2015,Carbon dioxide (CO2),15787000000
2025/03/10,Belgium,2019,PCDD + PCDF (dioxins + furans) (as Teq),0.0051400000000000005
2025/03/10,Estonia,2015,Chlorine and inorganic compounds (as HCl),816000
2025/03/10,Norway,2016,Fluorides (as total F),421577
2025/03/10,Germany,2014,Dichloromethane (DCM),14860
2025/03/10,Romania,2021,Non-methane volatile organic compounds (NMVOC),7185000
2025/03/10,Estonia,2019,Sulphur oxides (SOX),13901000
2025/03/10,Germany,2020,Trichloromethane,1345
2025/03/10,Estonia,2007,Zinc and compounds (as Zn),49617
2025/03/10,Belgium,2019,Chromium and compounds (as Cr),1062
2025/03/10,Romania,2012,PCDD + PCDF (dioxins + furans) (as Teq),0.002073
2025/03/10,Germany,2019,PCDD + PCDF (dioxins + furans) (as Teq),0.0068806629999999995
2025/03/10,Iceland,2015,Carbon monoxide (CO),48200000
2025/03/10,Sweden,2023,Nitrous oxide (N2O),698196.8
2025/03/10,Slovakia,2015,Chlorine and inorganic compounds (as HCl),22400
2025/03/10,Bulgaria,2009,Cadmium and compounds (as Cd),238.29999999999998
2025/03/10,Greece,2007,Chlorine and inorganic compounds (as HCl),88900
2025/03/10,Lithuania,2022,Dichloromethane (DCM),35110
2025/03/10,Bulgaria,2023,Benzene,2680
2025/03/10,Belgium,2011,Copper and compounds (as Cu),2925
2025/03/10,Slovenia,2009,Non-methane volatile organic compounds (NMVOC),1677000
2025/03/10,Ireland,2022,Methane (CH4),24769468.47
2025/03/10,Lithuania,2022,Particulate matter (PM10),602042
2025/03/10,Poland,2014,Nickel and compounds (as Ni),5718.1
2025/03/10,United Kingdom,2019,"1,1,1-trichloroethane (TCE-1,1,1)",1349
2025/03/10,Greece,2019,Hydro-fluorocarbons (HFCS),6652
2025/03/10,Malta,2012,Arsenic and compounds (as As),95
2025/03/10,Hungary,2019,Chlorine and inorganic compounds (as HCl),264000
2025/03/10,Norway,2013,Copper and compounds (as Cu),3474
2025/03/10,Slovenia,2023,Nitrogen oxides (NOX),3410188
2025/03/10,Romania,2015,Chromium and compounds (as Cr),537
2025/03/10,Malta,2011,Nitrogen oxides (NOX),3920000
2025/03/10,Sweden,2015,Polycyclic aromatic hydrocarbons (PAHs),823
2025/03/10,Slovakia,2008,Chlorine and inorganic compounds (as HCl),95400
2025/03/10,Portugal,2012,Non-methane volatile organic compounds (NMVOC),8905000
2025/03/10,Romania,2018,Sulphur oxides (SOX),40562000
2025/03/10,Netherlands,2023,Copper and compounds (as Cu),883
2025/03/10,Iceland,2022,Fluorine and inorganic compounds (as HF),331735
2025/03/10,Portugal,2017,Nitrogen oxides (NOX),39450000
2025/03/10,Finland,2016,Arsenic and compounds (as As),397.7
2025/03/10,Hungary,2010,Trichloromethane,566
2025/03/10,Portugal,2020,Mercury and compounds (as Hg),237.8
2025/03/10,Belgium,2022,Carbon monoxide (CO),114174000
2025/03/10,Malta,2007,Arsenic and compounds (as As),106.80000000000001
2025/03/10,Malta,2009,Cadmium and compounds (as Cd),32.6
2025/03/10,Ireland,2013,Nitrogen oxides (NOX),16604000
2025/03/10,United Kingdom,2015,"1,1,1-trichloroethane (TCE-1,1,1)",3395
2025/03/10,Denmark,2018,Chromium and compounds (as Cr),89.331
2025/03/10,Poland,2018,Copper and compounds (as Cu),22583
2025/03/10,Slovenia,2008,Particulate matter (PM10),378400
2025/03/10,Slovenia,2015,Particulate matter (PM10),167600
2025/03/10,Czechia,2011,Particulate matter (PM10),4137100
2025/03/10,Slovenia,2010,Non-methane volatile organic compounds (NMVOC),1469000
2025/03/10,Poland,2017,Nitrogen oxides (NOX),195829000
2025/03/10,Slovenia,2011,Arsenic and compounds (as As),53.8
2025/03/10,Belgium,2022,Cadmium and compounds (as Cd),97.2
2025/03/10,Lithuania,2014,Sulphur oxides (SOX),10248000
2025/03/10,Germany,2019,Polycyclic aromatic hydrocarbons (PAHs),1588
2025/03/10,Poland,2013,Vinyl chloride,12500
2025/03/10,Greece,2020,Particulate matter (PM10),1393700
2025/03/10,Spain,2021,Hydrogen cyanide (HCN),721
2025/03/10,Malta,2016,Arsenic and compounds (as As),29
2025/03/10,Ireland,2017,Particulate matter (PM10),301000
2025/03/10,Netherlands,2011,Trichloroethylene (TRI),10300
2025/03/10,Lithuania,2011,Carbon dioxide (CO2),4095000000
2025/03/10,United Kingdom,2018,Trichloromethane,520
2025/03/10,Ireland,2017,Dichloromethane (DCM),1310
2025/03/10,Finland,2009,Naphthalene,1684
2025/03/10,Netherlands,2020,Non-methane volatile organic compounds (NMVOC),8792000
2025/03/10,Spain,2020,Dichloromethane (DCM),329350
2025/03/10,Netherlands,2014,Chlorine and inorganic compounds (as HCl),225600
2025/03/10,Denmark,2016,Non-methane volatile organic compounds (NMVOC),6291000
2025/03/10,Finland,2019,PCDD + PCDF (dioxins + furans) (as Teq),0.058868
2025/03/10,Finland,2009,Hexachlorobenzene (HCB),20
2025/03/10,Ireland,2012,Nitrogen oxides (NOX),17445000
2025/03/10,Netherlands,2011,Sulphur hexafluoride (SF6),94
2025/03/10,Austria,2018,Carbon monoxide (CO),142909000
2025/03/10,Finland,2007,Particulate matter (PM10),6905100
2025/03/10,Luxembourg,2016,Zinc and compounds (as Zn),3160
2025/03/10,Italy,2021,Di-(2-ethyl hexyl) phthalate (DEHP),38.1
2025/03/10,Latvia,2022,Ammonia (NH3),773100
2025/03/10,Belgium,2019,Trichloromethane,68270
2025/03/10,Slovenia,2007,PCDD + PCDF (dioxins + furans) (as Teq),0.0066500000000000005
2025/03/10,Hungary,2009,Trichloromethane,673
2025/03/10,Ireland,2020,Hydrochlorofluorocarbons (HCFCs),16.52
2025/03/10,Cyprus,2010,Carbon dioxide (CO2) excluding biomass,789000000
2025/03/10,Portugal,2021,Naphthalene,381
2025/03/10,Greece,2014,Trichlorobenzenes (TCB),12.2
2025/03/10,Greece,2013,Nitrous oxide (N2O),669000
2025/03/10,Latvia,2013,Particulate matter (PM10),104300
